GEOID,STATE,COUNTY,CNTY_FIPS,STUSAB,hh1_t,median_hh_income,hh1_h,hh1_ht,autos_per_hh,pct_transit_j2w,households,pct_renters,median_commute
53033028402,53,33,53033,WA,19.82049666,42368,24.63504303,44.45553969,1.670942554,8.284058259,1793,55.52603613,9.81
53033029405,53,33,53033,WA,23.35495988,84750,26.94414425,50.29910413,2.49337939,4.208934361,1737,15.10159253,12.09
53033029304,53,33,53033,WA,22.69995213,91467,26.59140307,49.29135521,2.210093253,6.020254126,1823,23.84378212,13.16
53033029305,53,33,53033,WA,22.52645084,89167,26.91864669,49.44509753,2.024336283,3.484469062,1356,22.67235252,11.46
53033032208,53,33,53033,WA,20.51608281,83603,27.83827273,48.35435554,1.592764605,11.01126044,4091,37.93182865,11.72
53033010200,53,33,53033,WA,20.63365386,92714,27.15473373,47.78838759,1.75,14.35316007,1928,20.83950617,7.92
53033010300,53,33,53033,WA,18.09821318,58321,25.66182045,43.76003363,1.492686682,18.73250249,2598,47.84828592,7.2
53033023300,53,33,53033,WA,21.6875911,85032,27.78611402,49.47370512,1.986020096,12.2598727,2289,21.93097422,8.17
53033012000,53,33,53033,WA,21.53353627,90688,26.29920811,47.83274437,1.830201342,14.32442343,1490,17.04180064,8.71
53033011900,53,33,53033,WA,20.88537373,70655,25.8727826,46.75815633,1.971538462,18.10441567,2600,32.4631101,8.81
53033023401,53,33,53033,WA,19.68607274,75357,27.15854468,46.84461742,1.698666667,8.120402798,1500,38.58731197,7.43
53033010600,53,33,53033,WA,19.92111291,88320,26.73113692,46.65224983,1.604056682,16.80031309,3599,32.44102836,9.14
53033010900,53,33,53033,WA,18.32585296,60128,24.64114171,42.96699467,1.270491803,33.37761404,610,49.4875549,5.81
53033010800,53,33,53033,WA,20.43554345,80618,27.10173313,47.53727658,1.835201794,15.32290648,1784,33.9591386,7.4
53033027702,53,33,53033,WA,25.05487473,75175,25.28991314,50.34478787,2.072595281,22.24335925,2204,9.482459187,14.04
53033027800,53,33,53033,WA,22.99496994,89500,26.48743753,49.48240748,2.111908178,5.132181021,1394,8.602150538,10.35
53033028100,53,33,53033,WA,18.97357148,51042,24.72952274,43.70309422,1.851761847,14.90602392,823,63.1887456,9.31
53033028000,53,33,53033,WA,17.14234845,43714,24.46089036,41.60323881,1.403361345,10.3254985,1547,82.58736971,9.44
53033027900,53,33,53033,WA,19.21291674,52376,24.90682088,44.11973762,1.606604681,8.725765892,3119,50.92789778,10.08
53033028200,53,33,53033,WA,17.98916413,43703,25.88777102,43.87693515,1.544544017,19.39502357,1897,66.89553703,10.01
53033029303,53,33,53033,WA,20.33964722,70369,26.81965723,47.15930445,1.77384106,5.732968808,3020,41.41542368,12.26
